A20WT1_1130,A20WT2_1130,A20WT3_1130,A20WT1_1230,A20WT2_1230,A20WT3_1230,A20WT1_1630,A20WT2_1630,A20WT3_1630,A20MG1_1130,A20MG2_1130,A20MG3_1130,A20MG1_1230,A20MG2_1230,A20MG3_1230,A20MG1_1630,A20MG2_1630,A20MG3_1630,A21WT1_1130,A21WT2_1130,A21WT3_1130,A21WT4_1130,A21WT5_1130,A21WT6_1130,A21WT1_1330,A21WT3_1330,A21WT2_1330,A21WT4_1330,A21WT5_1330,A21WT6_1330,A21WT1_1530,A21WT2_1530,A21WT3_1530,A21WT4_1530,A21WT5_1530,A21WT6_1530,A21WT1_1800,A21WT2_1800,A21WT3_1800,A21WT4_1800,A21WT5_1800,A21WT6_1800,A21MG1_1130,A21MG2_1130,A21MG3_1130,A21MG4_1130,A21MG5_1130,A21MG6_1130,A21MG1_1330,A21MG2_1330,A21MG3_1330,A21MG4_1330,A21MG5_1330,A21MG6_1330,A21MG1_1530,A21MG2_1530,A21MG3_1530,A21MG4_1530,A21MG5_1530,A21MG6_1530,A21MG1_1800,A21MG2_1800,A21MG3_1800,A21MG4_1800,A21MG5_1800,A21MG6_1800
0.000837004,0.000893075,0.000600353,0.000766512,0.000654364,0.001059644,0.000891905,0.000282041,0.000382243,0.00072603,0.001834384,0.001257966,0.001073231,0.007965297,0.001142168,0.001601148,0.005500531,0.00175028,0.000801038,0.000912751,0.000761602,0.000881174,0.000939834,0.000484767,0.000483786,0.00034817,0.000597244,0.000804204,0.000499487,0.000583804,0.000477552,0.000588463,0.000247011,0.00068279,0.000557598,0.000748593,0.001605365,0.00151231,0.001003431,0.001036113,0.001791463,0.001189888,0.004131247,0.001512019,0.001801076,-0.00037337,-0.000492521,-0.00040238,0.00081956,-0.000119823,0.001500446,-0.000187898,0.00124223,0.001427599,0.002831444,0.001790472,0.002612461,0.001621165,0.001646031,0.002172627,0.003748019,0.003020004,0.001976599,0.002388887,0.001566059,0.001992356
0.001001476,0.00098902,0.000828794,0.000644982,0.000525516,0.000926397,0.000826025,8.75843E-05,0.000117105,0.000930047,0.001733105,0.001192755,0.001113231,0.008458675,0.001174251,0.001515138,0.00568559,0.0015367,0.000863937,0.001007948,0.000854885,0.000904198,0.000767469,0.000526154,0.000611687,0.000461806,0.000788893,0.000828085,0.000607424,0.000654406,0.000559261,0.000582148,0.000376474,0.000832625,0.000590706,0.000886999,0.001476594,0.001514793,0.000870049,0.000987214,0.001662014,0.001214456,0.00430928,0.001413765,0.001914229,-0.000371206,-0.000380668,-0.000337986,0.001030888,3.35048E-05,0.001737993,-8.68251E-06,0.001385537,0.001505491,0.002993502,0.001787759,0.002717653,0.001732535,0.001480812,0.002082045,0.003662813,0.002756957,0.001939739,0.002610763,0.001760937,0.001981711
0.000899329,0.000974562,0.00086723,0.000913242,0.000848887,0.001003103,0.000725002,-0.000103756,-0.000164315,0.001165366,0.001412748,0.001036992,0.001315191,0.009005189,0.001443906,0.001381158,0.005939387,0.0017962,0.001059498,0.000811206,0.000809455,0.00089277,0.000684542,0.000619819,0.000720335,0.000512594,0.000921567,0.000908789,0.000920365,0.000691286,0.000910386,0.000904378,0.000686767,0.001078063,0.000700435,0.001031065,0.001571943,0.001325846,0.00122856,0.001710122,0.002308807,0.001637895,0.004428458,0.00123034,0.001837812,-0.000608488,-0.000586582,-0.000511859,0.001058595,0.000142846,0.001689117,-0.000126277,0.001390262,0.001375758,0.003249236,0.001909301,0.002875116,0.001929857,0.001290667,0.00200813,0.004313873,0.003202227,0.002468899,0.003216322,0.002506262,0.002449991
0.00102761,0.000996525,0.000825967,0.000794164,0.000657959,0.000985463,0.00073076,4.24508E-05,0.000107302,0.001219035,0.001709457,0.001185368,0.001306704,0.009670491,0.001495688,0.001174543,0.00613246,0.001763689,0.000943796,0.000885615,0.000910093,0.0007626,0.000971569,0.0006385,0.000596909,0.000417523,0.000746385,0.000884721,0.000844077,0.000605622,0.000926133,0.000903357,0.000831126,0.001114496,0.000822421,0.001122035,0.001344331,0.001177297,0.000803667,0.001960884,0.002358305,0.001766305,0.004715381,0.001598214,0.002042636,-0.000556536,-0.000605128,-0.00031944,0.000762437,-0.000239084,0.00142884,-0.000534364,0.001593033,0.001557294,0.003208407,0.001859223,0.002956347,0.001973291,0.001572887,0.002160071,0.004739581,0.003600296,0.00296499,0.002772218,0.00180313,0.002302669
0.000861037,0.000755019,0.000681069,0.000745449,0.00068773,0.000934339,0.000909145,0.000157677,0.000138706,0.001037076,0.001789446,0.001213863,0.001189168,0.010132651,0.001389788,0.001214461,0.006399734,0.001666829,0.0007289,0.00076099,0.000659256,0.00070778,0.000895878,0.000402637,0.000513755,0.000336439,0.000683333,0.000803492,0.000625588,0.000448756,0.000824962,0.000860242,0.000834607,0.001065328,0.000970631,0.000986384,0.001411105,0.001510341,0.000969161,0.002009999,0.002318369,0.001850417,0.005119874,0.001805046,0.002326383,-0.000579266,-0.00074829,-0.000428522,0.001028935,-7.19361E-05,0.001687793,-0.000290791,0.001458972,0.001696296,0.003302405,0.002044,0.00304805,0.001971661,0.001704536,0.002328866,0.004775322,0.003413258,0.002832521,0.003026387,0.001842043,0.002165068
0.000657178,0.000551883,0.000673942,0.000748559,0.000811788,0.000896517,0.001295078,0.000407759,0.000260128,0.000950123,0.001783889,0.001210114,0.001129852,0.010565958,0.001214988,0.001307688,0.006697418,0.001825282,0.000756067,0.000720503,0.000552547,0.000866218,0.000785852,0.000307856,0.000499628,0.000332994,0.000716207,0.000736908,0.00059343,0.000432593,0.000671087,0.000692808,0.000624526,0.000922026,0.000896589,0.000715222,0.001645366,0.002047237,0.001365482,0.002000377,0.002298715,0.001880582,0.005317569,0.001713698,0.002401805,-0.000474739,-0.000604859,-0.000293871,0.001511638,0.000317666,0.002130931,0.000121769,0.001294949,0.00167022,0.003587417,0.00225729,0.003207304,0.001946591,0.001589441,0.002282973,0.004727193,0.00319324,0.00260673,0.00334848,0.002301794,0.002394702
0.000776663,0.000707914,0.000891258,0.000701723,0.000753265,0.000880406,0.001652367,0.000808429,0.000645747,0.001189262,0.001956392,0.001337013,0.00125581,0.011201478,0.001115774,0.001269899,0.007015087,0.002269597,0.00111233,0.001002322,0.000965048,0.00118727,0.00100124,0.00062036,0.000523641,0.000448897,0.00075715,0.000770975,0.000876918,0.000646933,0.000572195,0.000441634,0.000298584,0.000756916,0.000597291,0.000556193,0.00183131,0.002382894,0.001481984,0.001991086,0.002257782,0.001786144,0.005238733,0.001509868,0.002218783,-0.000156469,-4.32407E-05,0.000365035,0.00171802,0.000421355,0.002267284,0.000117116,0.001437668,0.001536328,0.003947486,0.002258045,0.003408448,0.001916371,0.001377961,0.002018126,0.004912387,0.003506094,0.002841626,0.002967511,0.002405336,0.002959476
0.001222661,0.001083411,0.000690296,0.000637413,0.000496237,0.000742513,0.000873567,0.000367035,-0.0001603,0.001322669,0.002097448,0.001532036,0.001514003,0.011963956,0.001368807,0.001465729,0.007636777,0.001979256,0.000945848,0.001036784,0.000983004,0.001103066,0.00096826,0.000653689,0.000594199,0.000800343,0.000931264,0.001026019,0.000862703,0.000636937,0.000926628,0.000876803,0.000559438,0.001016803,0.001128103,0.001028006,0.002254126,0.002486476,0.00199729,0.001773059,0.001899266,0.00146482,0.005898767,0.001853109,0.002587883,-0.000429911,-0.000489041,-0.000169241,0.001927479,0.000492637,0.002161229,0.000200931,0.001541971,0.001719401,0.004072886,0.002267947,0.003373984,0.001946353,0.001481484,0.002232968,0.005176224,0.00392636,0.003090671,0.002802244,0.002234502,0.002860548
0.001358984,0.001131112,0.000519855,0.000782272,0.000660484,0.000770834,0.000498681,0.000171439,-0.000469061,0.001238537,0.002145818,0.001642098,0.001570548,0.012701847,0.001490856,0.001624754,0.008156754,0.001815614,0.000901194,0.000940044,0.000878697,0.001009747,0.000929151,0.000654084,0.000830926,0.000919461,0.001111124,0.001204949,0.001071212,0.00084368,0.000945881,0.001009175,0.000685733,0.001173582,0.00120763,0.001215865,0.001811166,0.001889767,0.001645143,0.001720889,0.002016037,0.001222492,0.00631865,0.002090192,0.002720906,-0.000518152,-0.000573417,-0.000290023,0.002145717,0.000655064,0.002298599,0.000394857,0.001386743,0.00184435,0.004372236,0.002348203,0.003470466,0.002105475,0.001614196,0.002707605,0.005225115,0.003839362,0.002746207,0.0027349,0.002135993,0.002517136
0.001097263,0.000874177,0.000592101,0.000934764,0.000943802,0.000911953,0.000795429,0.000391778,-6.53505E-05,0.001156855,0.002110321,0.00156266,0.001438053,0.013311064,0.00137864,0.001648894,0.008570979,0.001786118,0.00104481,0.000856091,0.000802705,0.00101325,0.001001655,0.000687798,0.000942621,0.000705381,0.001057214,0.00108208,0.001212855,0.000940134,0.000618805,0.000774118,0.000598626,0.001110388,0.000824859,0.000958396,0.001139906,0.001264412,0.000954012,0.001756017,0.002267484,0.001196728,0.006513406,0.002138461,0.002681204,-0.00040135,-0.00031857,1.90586E-05,0.002277517,0.000761263,0.002485418,0.000502447,0.001126311,0.001734972,0.004617337,0.00239011,0.003670627,0.002152713,0.001625911,0.00295806,0.005256877,0.003614887,0.002304326,0.002976152,0.002195799,0.002499389
