wl,nr,Kab,Kca,Ks,Kw,Kdm,phiI,phiII,KcaV,KcaZ,Kant,phi,GSV1,GSV2,GSV3,nw
400,1.5135,0.064881,0.16734,0.527,5.80E-05,110,0,0,0.16734,0.16734,0.066675,0,0.28689,-0.09483,0.14205,1.34
401,1.5131,0.066732,0.16761,0.526,5.85E-05,104,0,0,0.16761,0.16761,0.064056,0,0.28886,-0.09637,0.14343,1.34
402,1.5126,0.068551,0.16718,0.525,5.90E-05,98,0,0,0.16718,0.16718,0.061933,0,0.29083,-0.09791,0.14478,1.34
403,1.5121,0.069982,0.16721,0.524,5.99E-05,92.4,0,0,0.16721,0.16721,0.059922,0,0.29283,-0.09943,0.14609,1.34
404,1.5116,0.0709,0.16761,0.523,6.10E-05,87.1,0,0,0.16761,0.16761,0.058277,0,0.29483,-0.10095,0.14737,1.34
405,1.5111,0.071333,0.1676,0.522,6.20E-05,82.3,0,0,0.1676,0.1676,0.056699,0,0.29686,-0.10245,0.14862,1.34
406,1.5105,0.07132,0.16751,0.521,6.30E-05,78.1,0,0,0.16751,0.16751,0.055366,0,0.2989,-0.10395,0.14985,1.34
407,1.51,0.07126,0.16743,0.52,6.40E-05,74,0,0,0.16743,0.16743,0.054163,0,0.30097,-0.10544,0.15104,1.34
408,1.5095,0.071223,0.16724,0.519,6.50E-05,70.1,0,0,0.16724,0.16724,0.053116,0,0.30307,-0.10692,0.1522,1.34
409,1.5089,0.071228,0.16668,0.518,6.60E-05,66.5,0,0,0.16668,0.16668,0.05198,0,0.3052,-0.10839,0.15334,1.34
410,1.5084,0.071491,0.16588,0.517,6.70E-05,63,0,0,0.16588,0.16588,0.050951,0,0.30735,-0.10985,0.15444,1.34
411,1.5078,0.071888,0.16552,0.516,6.79E-05,59.5,0,0,0.16552,0.16552,0.050117,0,0.30955,-0.11129,0.15552,1.34
412,1.5073,0.072018,0.16545,0.515,6.90E-05,56.2,0,0,0.16545,0.16545,0.049387,0,0.31178,-0.11273,0.15658,1.34
413,1.5068,0.071827,0.16569,0.514,7.05E-05,53,0,0,0.16569,0.16569,0.048604,0,0.31405,-0.11416,0.15761,1.34
414,1.5062,0.071493,0.16609,0.513,7.20E-05,50,0,0,0.16609,0.16609,0.047876,0,0.31637,-0.11558,0.15862,1.34
415,1.5057,0.071132,0.16619,0.512,7.31E-05,47.2,0,0,0.16619,0.16619,0.047379,0,0.31873,-0.11698,0.1596,1.34
416,1.5052,0.070763,0.16629,0.511,7.40E-05,44.6,0,0,0.16629,0.16629,0.046899,0,0.32114,-0.11838,0.16056,1.34
417,1.5047,0.070437,0.16646,0.51,7.49E-05,42.2,0,0,0.16646,0.16646,0.046532,0,0.32361,-0.11976,0.1615,1.34
418,1.5043,0.070094,0.16662,0.509,7.60E-05,40,0,0,0.16662,0.16662,0.046157,0,0.32612,-0.12113,0.16242,1.34
419,1.5038,0.06984,0.16687,0.508,7.74E-05,37.8,0,0,0.16687,0.16687,0.045792,0,0.3287,-0.12249,0.16331,1.34
420,1.5034,0.069819,0.16716,0.507,7.90E-05,35.7,0,0,0.16716,0.16716,0.045429,0,0.33134,-0.12384,0.16419,1.34
421,1.503,0.070054,0.16754,0.506,8.06E-05,33.6,0,0,0.16754,0.16754,0.045144,0,0.33404,-0.12518,0.16505,1.34
422,1.5026,0.070281,0.16798,0.505,8.20E-05,31.7,0,0,0.16798,0.16798,0.044845,0,0.33681,-0.12651,0.16589,1.34
423,1.5023,0.070503,0.16844,0.504,8.30E-05,29.9,0,0,0.16844,0.16844,0.044536,0,0.33964,-0.12783,0.1667,1.34
424,1.502,0.070473,0.1686,0.503,8.40E-05,28.3,0,0,0.1686,0.1686,0.044249,0,0.34255,-0.12914,0.1675,1.34
425,1.5016,0.070528,0.16847,0.502,8.55E-05,26.8,0,0,0.16847,0.16847,0.044116,0,0.34554,-0.13044,0.16827,1.34
426,1.5013,0.070809,0.16814,0.501,8.70E-05,25.4,0,0,0.16814,0.16814,0.043958,0,0.3486,-0.13175,0.16902,1.34
427,1.5011,0.071312,0.168,0.5,8.80E-05,24,0,0,0.168,0.168,0.043874,0,0.35174,-0.13305,0.16975,1.34
428,1.5008,0.071622,0.16773,0.499,8.90E-05,22.8,0,0,0.16773,0.16773,0.043805,0,0.35496,-0.13434,0.17045,1.34
429,1.5005,0.071905,0.16741,0.498,9.05E-05,21.5,0,0,0.16741,0.16741,0.043858,0,0.35827,-0.13564,0.17113,1.34
430,1.5003,0.072449,0.16755,0.497,9.20E-05,20.2,0,0,0.16755,0.16755,0.043861,0,0.36167,-0.13694,0.17177,1.34
431,1.5,0.073091,0.16774,0.496,9.30E-05,19,0,0,0.16774,0.16774,0.043912,0,0.36516,-0.13824,0.1724,1.34
432,1.4998,0.073652,0.16791,0.495,9.40E-05,17.9,0,0,0.16791,0.16791,0.043959,0,0.36872,-0.13955,0.173,1.34
433,1.4995,0.074047,0.16797,0.494,9.55E-05,16.8,0,0,0.16797,0.16797,0.044037,0,0.37234,-0.14086,0.17358,1.34
434,1.4993,0.074335,0.16794,0.492,9.70E-05,15.8,0,0,0.16794,0.16794,0.04411,0,0.376,-0.14217,0.17416,1.34
435,1.4991,0.074542,0.16797,0.491,9.80E-05,14.8,0,0,0.16797,0.16797,0.044203,0,0.37968,-0.14348,0.17473,1.34
436,1.4988,0.074691,0.16818,0.49,9.90E-05,13.9,0,0,0.16818,0.16818,0.044277,0,0.38337,-0.14479,0.1753,1.34
437,1.4986,0.074653,0.16832,0.489,0.000101,13.1,0,0,0.16832,0.16832,0.044399,0,0.38705,-0.1461,0.17588,1.34
438,1.4984,0.07457,0.1687,0.488,0.000102,12.3,0,0,0.1687,0.1687,0.04451,0,0.3907,-0.14741,0.17648,1.34
439,1.4981,0.074285,0.16916,0.486,0.000103,11.6,0,0,0.16916,0.16916,0.044647,0,0.39431,-0.14871,0.17709,1.34
440,1.4979,0.073794,0.16957,0.485,0.000104,11,0,0,0.16957,0.16957,0.044787,0,0.39785,-0.15002,0.17773,1.34
441,1.4977,0.072818,0.16968,0.484,0.000105,10.4,0,0,0.16968,0.16968,0.044919,0,0.40132,-0.15132,0.1784,1.34
442,1.4974,0.071622,0.16963,0.483,0.000106,9.92,0,0,0.16963,0.16963,0.045061,0,0.40471,-0.15262,0.17911,1.34
443,1.4972,0.070459,0.1699,0.482,0.000107,9.41,0,0,0.1699,0.1699,0.045227,0,0.408,-0.15391,0.17985,1.34
444,1.4969,0.069105,0.16991,0.481,0.000108,8.95,0,0,0.16991,0.16991,0.045415,0,0.41119,-0.1552,0.18063,1.34
445,1.4967,0.067568,0.16981,0.479,0.000109,8.51,0,0,0.16981,0.16981,0.045589,0,0.41428,-0.15649,0.18145,1.34
446,1.4965,0.066026,0.16977,0.478,0.00011,8.09,0,0,0.16977,0.16977,0.045753,0,0.41725,-0.15777,0.18232,1.34
447,1.4962,0.064492,0.16973,0.477,0.000111,7.64,0,0,0.16973,0.16973,0.045857,0,0.42009,-0.15905,0.18324,1.34
448,1.496,0.062668,0.16935,0.476,0.000112,7.27,0,0,0.16935,0.16935,0.045994,0,0.42281,-0.16032,0.1842,1.34
449,1.4958,0.060755,0.16857,0.475,0.000113,6.94,0,0,0.16857,0.16857,0.046195,0,0.42539,-0.16159,0.18522,1.34
450,1.4955,0.058775,0.16744,0.473,0.000114,6.66,0,0,0.16744,0.16744,0.046414,0,0.42783,-0.16285,0.18629,1.34
451,1.4953,0.056778,0.16602,0.472,0.000115,6.42,0,0,0.16602,0.16602,0.04668,0,0.43011,-0.16411,0.18742,1.34
452,1.4951,0.054732,0.16446,0.471,0.000116,6.22,0,0,0.16446,0.16446,0.046953,0,0.43226,-0.16536,0.1886,1.34
453,1.4949,0.052844,0.1629,0.47,0.000117,6.01,0,0,0.1629,0.1629,0.047162,0,0.43427,-0.1666,0.18983,1.34
454,1.4947,0.051125,0.16136,0.468,0.000118,5.78,0,0,0.16136,0.16136,0.04736,0,0.43615,-0.16783,0.1911,1.34
455,1.4945,0.049573,0.15978,0.467,0.000119,5.57,0,0,0.15978,0.15978,0.047593,0,0.43791,-0.16905,0.1924,1.34
456,1.4944,0.048139,0.15822,0.466,0.00012,5.37,0,0,0.15822,0.15822,0.047814,0,0.43956,-0.17026,0.19373,1.34
457,1.4942,0.046801,0.15656,0.465,0.000121,5.17,0,0,0.15656,0.15656,0.048082,0,0.4411,-0.17145,0.19508,1.34
458,1.494,0.045645,0.15497,0.463,0.000122,4.95,0,0,0.15497,0.15497,0.048335,0,0.44256,-0.17262,0.19645,1.34
459,1.4939,0.044691,0.1533,0.462,0.000123,4.76,0,0,0.1533,0.1533,0.048595,0,0.44392,-0.17377,0.19782,1.34
460,1.4937,0.043873,0.15167,0.461,0.000124,4.58,0,0,0.15167,0.15167,0.048839,0,0.44521,-0.1749,0.1992,1.34
461,1.4935,0.043162,0.14997,0.46,0.000125,4.42,0,0,0.14997,0.14997,0.049123,0,0.44643,-0.17601,0.20058,1.34
462,1.4934,0.042653,0.14832,0.459,0.000126,4.26,0,0,0.14832,0.14832,0.04937,0,0.44759,-0.17709,0.20195,1.34
463,1.4932,0.042206,0.14677,0.458,0.000127,4.12,0,0,0.14677,0.14677,0.049608,0,0.4487,-0.17816,0.20331,1.34
464,1.4931,0.041774,0.14508,0.457,0.000128,4.01,0,0,0.14508,0.14508,0.049841,0,0.44978,-0.1792,0.20465,1.34
465,1.4929,0.041297,0.14349,0.456,0.000129,3.95,0,0,0.14349,0.14349,0.050136,0,0.45084,-0.18021,0.20598,1.34
466,1.4928,0.040911,0.142,0.455,0.00013,3.85,0,0,0.142,0.142,0.05042,0,0.45188,-0.18121,0.20728,1.34
467,1.4927,0.040571,0.14055,0.454,0.000132,3.78,0,0,0.14055,0.14055,0.050784,0,0.45293,-0.18219,0.20855,1.34
468,1.4925,0.040302,0.13919,0.453,0.000133,3.67,0,0,0.13919,0.13919,0.05115,0,0.45399,-0.18314,0.20979,1.34
469,1.4924,0.040009,0.13802,0.452,0.000134,3.55,0,0,0.13802,0.13802,0.051557,0,0.45507,-0.18408,0.211,1.33
470,1.4923,0.039727,0.13701,0.45,0.000135,3.46,0,0,0.13701,0.13701,0.051941,0,0.4562,-0.18499,0.21216,1.33
471,1.4921,0.039521,0.13614,0.449,0.000136,3.36,0,0,0.13614,0.13614,0.052387,0,0.45736,-0.18588,0.21328,1.33
472,1.492,0.039292,0.13548,0.448,0.000138,3.28,0,0,0.13548,0.13548,0.05282,0,0.45858,-0.18676,0.21435,1.33
473,1.4919,0.039035,0.135,0.447,0.00014,3.18,0,0,0.135,0.135,0.053409,0,0.45986,-0.18761,0.21537,1.33
474,1.4917,0.038773,0.13464,0.446,0.000141,3.1,0,0,0.13464,0.13464,0.05399,0,0.4612,-0.18844,0.21634,1.33
475,1.4916,0.038523,0.13437,0.445,0.000142,3.05,0,0,0.13437,0.13437,0.054462,0,0.46261,-0.18925,0.21726,1.33
476,1.4915,0.03826,0.13417,0.444,0.000144,2.98,0,0,0.13417,0.13417,0.05494,0,0.46409,-0.19004,0.21814,1.33
477,1.4914,0.037881,0.13394,0.443,0.000146,2.95,0,0,0.13394,0.13394,0.055543,0,0.46565,-0.19081,0.21896,1.33
478,1.4912,0.03751,0.13375,0.442,0.000148,2.91,0,0,0.13375,0.13375,0.056155,0,0.46728,-0.19155,0.21972,1.33
479,1.4911,0.037149,0.13356,0.441,0.00015,2.87,0,0,0.13356,0.13356,0.056638,0,0.46901,-0.19228,0.22044,1.33
480,1.491,0.036776,0.13327,0.44,0.000152,2.8,0,0,0.13327,0.13327,0.057152,0,0.47082,-0.19298,0.22109,1.33
481,1.4908,0.0363,0.13279,0.439,0.000154,2.78,0,0,0.13279,0.13279,0.057689,0,0.47272,-0.19366,0.2217,1.33
482,1.4907,0.035761,0.13217,0.438,0.000157,2.75,0,0,0.13217,0.13217,0.058265,0,0.47473,-0.19432,0.22224,1.33
483,1.4906,0.03521,0.13141,0.436,0.00016,2.73,0,0,0.13141,0.13141,0.058847,0,0.47682,-0.19496,0.22273,1.33
484,1.4904,0.034583,0.13042,0.435,0.000162,2.7,0,0,0.13042,0.13042,0.059478,0,0.47902,-0.19558,0.22317,1.33
485,1.4903,0.033909,0.12922,0.434,0.000164,2.68,0,0,0.12922,0.12922,0.060054,0,0.48131,-0.19617,0.22355,1.33
486,1.4902,0.033184,0.12782,0.432,0.000167,2.66,0,0,0.12782,0.12782,0.06067,0,0.4837,-0.19676,0.22388,1.33
487,1.49,0.032377,0.12631,0.431,0.00017,2.63,0,0,0.12631,0.12631,0.061221,0,0.48618,-0.19732,0.22415,1.33
488,1.4899,0.031519,0.12457,0.43,0.000174,2.61,0,0,0.12457,0.12457,0.061809,0,0.48876,-0.19787,0.22437,1.33
489,1.4897,0.030584,0.12269,0.429,0.000178,2.59,0,0,0.12269,0.12269,0.062358,0,0.49144,-0.1984,0.22454,1.33
490,1.4896,0.029662,0.12066,0.427,0.000181,2.57,0,0,0.12066,0.12066,0.062922,0,0.49422,-0.19892,0.22466,1.33
491,1.4894,0.028699,0.1186,0.426,0.000185,2.55,0,0,0.1186,0.1186,0.063434,0,0.4971,-0.19942,0.22473,1.33
492,1.4893,0.027692,0.11652,0.425,0.000189,2.54,0,0,0.11652,0.11652,0.06397,0,0.50007,-0.19991,0.22476,1.33
493,1.4891,0.02664,0.11441,0.423,0.000193,2.52,0,0,0.11441,0.11441,0.064462,0,0.50313,-0.2004,0.22475,1.33
494,1.489,0.02559,0.11227,0.422,0.000198,2.5,0,0,0.11227,0.11227,0.064964,0,0.50626,-0.20088,0.22471,1.33
495,1.4888,0.024517,0.11011,0.421,0.000203,2.49,0,0,0.11011,0.11011,0.065431,0,0.50948,-0.20137,0.22464,1.33
496,1.4887,0.023428,0.10793,0.42,0.000209,2.47,0,0,0.10793,0.10793,0.06591,0,0.51276,-0.20186,0.22456,1.33
497,1.4885,0.022328,0.10573,0.418,0.000216,2.46,0,0,0.10573,0.10573,0.066378,0,0.5161,-0.20237,0.22446,1.33
498,1.4883,0.021224,0.1035,0.417,0.000223,2.44,0,0,0.1035,0.1035,0.066852,0,0.5195,-0.20288,0.22436,1.33
499,1.4882,0.020137,0.10126,0.416,0.00023,2.43,0,0,0.10126,0.10126,0.067309,0,0.52295,-0.20342,0.22427,1.33
500,1.488,0.019048,0.099004,0.414,0.000238,2.42,0,0,0.099004,0.099004,0.067771,0,0.52645,-0.20398,0.22418,1.33
501,1.4878,0.01798,0.096734,0.414,0.000246,2.41,0,0,0.096734,0.096734,0.068133,0,0.52998,-0.20456,0.22411,1.33
502,1.4876,0.016943,0.09445,0.413,0.000255,2.39,0,0,0.09445,0.09445,0.068479,0,0.53355,-0.20516,0.22404,1.33
503,1.4874,0.015923,0.092156,0.412,0.000264,2.38,0,0,0.092156,0.092156,0.068815,0,0.53715,-0.20576,0.22397,1.33
504,1.4873,0.014934,0.089851,0.411,0.000273,2.37,0,0,0.089851,0.089854,0.06914,0,0.54076,-0.20636,0.2239,1.33
505,1.4871,0.013979,0.08753,0.41,0.000282,2.37,0,0,0.08753,0.087544,0.069362,0,0.5444,-0.20695,0.22382,1.33
506,1.4869,0.01305,0.085213,0.409,0.000291,2.36,0,0,0.085213,0.085228,0.069563,0,0.54804,-0.20751,0.22371,1.33
507,1.4867,0.012154,0.082748,0.408,0.0003,2.35,0,0,0.082748,0.082909,0.069828,0,0.55169,-0.20804,0.22357,1.33
508,1.4864,0.011296,0.080151,0.407,0.00031,2.34,0,0,0.080151,0.080588,0.070073,0,0.55533,-0.20853,0.2234,1.33
509,1.4862,0.01048,0.077693,0.407,0.000319,2.33,0,0,0.077693,0.078267,0.070279,0,0.55897,-0.20897,0.22318,1.33
510,1.486,0.0097008,0.075236,0.406,0.000329,2.33,0,0,0.075236,0.075947,0.070472,0,0.5626,-0.20934,0.22291,1.33
511,1.4858,0.008954,0.072871,0.405,0.000339,2.32,0,0,0.072871,0.073631,0.070679,0,0.56622,-0.20964,0.22258,1.33
512,1.4856,0.0082461,0.070506,0.404,0.000349,2.32,0,0,0.070506,0.071319,0.070872,0,0.56982,-0.20989,0.2222,1.33
513,1.4853,0.00758,0.067919,0.403,0.000359,2.31,0,0,0.067919,0.069014,0.071025,0,0.57343,-0.21009,0.22179,1.33
514,1.4851,0.0069574,0.065332,0.402,0.000368,2.31,0,0,0.065332,0.066717,0.071165,0,0.57705,-0.21026,0.22134,1.33
515,1.4848,0.0063867,0.062912,0.401,0.000377,2.31,0,0,0.062912,0.064431,0.071285,0,0.5807,-0.21042,0.22087,1.33
516,1.4846,0.005868,0.060491,0.4,0.000386,2.3,0,0,0.060491,0.062156,0.07139,0,0.58438,-0.21057,0.22038,1.33
517,1.4843,0.0054015,0.058036,0.399,0.000396,2.3,0,0,0.058036,0.059895,0.071486,0,0.5881,-0.21074,0.21989,1.33
518,1.4841,0.0049913,0.055581,0.398,0.000404,2.3,0,0,0.055581,0.057649,0.071573,0,0.59188,-0.21093,0.2194,1.33
519,1.4838,0.0046349,0.053118,0.397,0.000407,2.3,0,0,0.053118,0.055421,0.07163,0,0.59573,-0.21116,0.21892,1.33
520,1.4835,0.0043338,0.050654,0.396,0.000409,2.3,0,0,0.050654,0.053211,0.071682,0,0.59965,-0.21145,0.21847,1.33
521,1.4833,0.004085,0.048319,0.395,0.000414,2.3,0,0,0.048319,0.051021,0.071739,0,0.60366,-0.2118,0.21804,1.33
522,1.483,0.0038874,0.045983,0.394,0.000416,2.3,0,0,0.045983,0.048854,0.071775,0,0.60775,-0.2122,0.21763,1.33
523,1.4827,0.0037421,0.043744,0.393,0.000411,2.3,0,0,0.043744,0.04671,0.071815,0,0.61192,-0.21265,0.21721,1.33
524,1.4825,0.0036525,0.041504,0.392,0.000409,2.3,0,0,0.041504,0.044592,0.071864,0,0.61617,-0.21312,0.21678,1.33
525,1.4822,0.0036118,0.039358,0.391,0.000418,2.3,0,0,0.039358,0.042502,0.071959,0,0.62049,-0.2136,0.21633,1.33
526,1.4819,0.0036193,0.037213,0.391,0.000427,2.3,0,0,0.037213,0.040441,0.07206,0,0.62489,-0.21408,0.21582,1.33
527,1.4816,0.0036728,0.035177,0.39,0.000427,2.3,0,0,0.035177,0.03841,0.072153,0,0.62935,-0.21455,0.21526,1.33
528,1.4813,0.0037697,0.033142,0.389,0.000423,2.3,0,0,0.033142,0.036412,0.07224,0,0.63388,-0.21498,0.21461,1.33
529,1.481,0.0039032,0.031232,0.388,0.000424,2.3,0,0,0.031232,0.034449,0.072295,0,0.63847,-0.21536,0.21388,1.33
530,1.4807,0.004069,0.029322,0.387,0.000429,2.3,0,0,0.029322,0.032521,0.072349,0,0.64312,-0.21569,0.21304,1.33
531,1.4804,0.0042637,0.027554,0.385,0.000437,2.3,0,0,0.027554,0.030631,0.072414,0,0.64783,-0.21594,0.21208,1.33
532,1.4801,0.0044843,0.025785,0.382,0.000445,2.3,0,0,0.025785,0.028781,0.072476,0,0.65259,-0.21613,0.21101,1.33
533,1.4797,0.00473,0.024098,0.38,0.000451,2.3,0,0,0.024098,0.026971,0.07251,0,0.65741,-0.21625,0.20984,1.33
534,1.4794,0.0049935,0.022412,0.378,0.000456,2.3,0,0,0.022412,0.025205,0.072528,0,0.66228,-0.21632,0.20858,1.33
535,1.4791,0.0052728,0.020824,0.376,0.000463,2.3,0,0,0.020824,0.023483,0.072529,0,0.66719,-0.21633,0.20725,1.33
536,1.4788,0.0055645,0.019236,0.374,0.00047,2.3,0,0,0.019236,0.021808,0.072506,0,0.67216,-0.21629,0.20584,1.33
537,1.4784,0.0058662,0.017777,0.372,0.000475,2.3,0,0,0.017777,0.020181,0.072433,0,0.67717,-0.21622,0.20438,1.33
538,1.4781,0.0061706,0.016318,0.37,0.00048,2.3,0,0,0.016318,0.018603,0.07234,0,0.68223,-0.2161,0.20287,1.33
539,1.4778,0.0064792,0.014959,0.368,0.000488,2.3,0,0,0.014959,0.017077,0.07221,0,0.68733,-0.21595,0.20133,1.33
540,1.4774,0.0067864,0.013627,0.365,0.000495,2.3,0,0,0.013627,0.015605,0.072063,0,0.69247,-0.21578,0.19976,1.33
541,1.4771,0.00709,0.012361,0.364,0.000498,2.3,0,0,0.012361,0.014187,0.071837,0,0.69766,-0.21558,0.19818,1.33
542,1.4767,0.007388,0.011174,0.363,0.000503,2.3,0,0,0.011174,0.012826,0.071602,0,0.70288,-0.21536,0.19657,1.33
543,1.4764,0.0076742,0.0099846,0.361,0.000514,2.3,0,0,0.0099846,0.011524,0.071343,0,0.70815,-0.21511,0.19494,1.33
544,1.476,0.0079483,0.0088561,0.36,0.000527,2.3,0,0,0.0088561,0.010282,0.071067,0,0.71345,-0.21481,0.19327,1.33
545,1.4757,0.0082083,0.0077767,0.358,0.000536,2.3,0,0,0.0077767,0.0091015,0.070707,0,0.71879,-0.21447,0.19155,1.33
546,1.4753,0.0084536,0.0067639,0.357,0.000544,2.3,0,0,0.0067639,0.0079848,0.070307,0,0.72417,-0.21409,0.18979,1.33
547,1.475,0.008685,0.0057876,0.355,0.000553,2.3,0,0,0.0057876,0.0069335,0.06984,0,0.72958,-0.21364,0.18796,1.33
548,1.4746,0.0089037,0.0048755,0.354,0.000564,2.3,0,0,0.0048755,0.0059492,0.069355,0,0.73503,-0.21314,0.18606,1.33
549,1.4743,0.0091119,0.0040215,0.353,0.000576,2.3,0,0,0.0040215,0.0050338,0.068756,0,0.74052,-0.21257,0.18409,1.33
550,1.4739,0.0093094,0.0032341,0.351,0.000588,2.3,0,0,0.0032341,0.004189,0.06814,0,0.74604,-0.21192,0.18204,1.33
551,1.4735,0.0095001,0.002521,0.35,0.0006,2.3,0,0,0.002521,0.0034164,0.06744,0,0.75159,-0.2112,0.17989,1.33
552,1.4732,0.0096821,0.0018918,0.349,0.000611,2.3,0,0,0.0018918,0.0027178,0.066733,0,0.75717,-0.2104,0.17766,1.33
553,1.4728,0.0098639,0.0012484,0.348,0.000622,2.3,0,0,0.0012484,0.0020949,0.065904,0,0.76277,-0.20953,0.17535,1.33
554,1.4724,0.01004,0.00073134,0.347,0.000631,2.3,0,0,0.00073134,0.0015495,0.065061,0,0.76838,-0.20859,0.17296,1.33
555,1.472,0.010214,0.00036001,0.346,0.000639,2.3,0,0,0.00036001,0.0010832,0.06421,0,0.77401,-0.20758,0.17051,1.33
556,1.4716,0.010386,0.0001828,0.345,0.000646,2.3,0,0,0.0001828,0.00069786,0.063357,0,0.77963,-0.20651,0.168,1.33
557,1.4713,0.010556,6.49E-05,0.343,0.000652,2.3,0,0,6.49E-05,0.00039514,0.062437,0,0.78524,-0.20537,0.16542,1.33
558,1.4709,0.010724,0,0.342,0.000658,2.3,0,0,0,0.00017677,0.061518,0,0.79085,-0.20417,0.1628,1.33
559,1.4705,0.010889,0,0.341,0.000665,2.3,0,0,0,4.45E-05,0.060579,0,0.79643,-0.20291,0.16013,1.33
560,1.4701,0.011048,0,0.34,0.000672,2.3,0,0,0,2.13E-13,0.059652,0,0.80199,-0.20159,0.15743,1.33
561,1.4697,0.011217,0,0.338,0.000679,2.3,0,0,0,0,0.058611,0,0.80752,-0.20022,0.15468,1.33
562,1.4693,0.011402,0,0.337,0.000686,2.3,0,0,0,0,0.057591,0,0.81301,-0.1988,0.15191,1.33
563,1.4689,0.011605,0,0.335,0.000692,2.3,0,0,0,0,0.056554,0,0.81847,-0.19733,0.1491,1.33
564,1.4685,0.011827,0,0.333,0.000699,2.3,0,0,0,0,0.055543,0,0.82389,-0.19579,0.14626,1.33
565,1.4681,0.012075,0,0.331,0.000708,2.3,0,0,0,0,0.054379,0,0.82927,-0.1942,0.14339,1.33
566,1.4678,0.01234,0,0.329,0.000718,2.3,0,0,0,0,0.053243,0,0.83461,-0.19256,0.14048,1.33
567,1.4674,0.012628,0,0.328,0.000726,2.3,0,0,0,0,0.052056,0,0.8399,-0.19085,0.13755,1.33
568,1.467,0.012933,0,0.326,0.000734,2.3,0,0,0,0,0.0509,0,0.84515,-0.18909,0.13458,1.33
569,1.4666,0.01326,0,0.324,0.000746,2.3,0,0,0,0,0.049671,0,0.85036,-0.18726,0.13158,1.33
570,1.4662,0.013598,0,0.322,0.000759,2.3,0,0,0,0,0.048481,0,0.85551,-0.18538,0.12855,1.33
571,1.4658,0.013947,0,0.32,0.000773,2.3,0,0,0,0,0.047309,0,0.86061,-0.18343,0.12549,1.33
572,1.4654,0.014301,0,0.318,0.000787,2.3,0,0,0,0,0.046174,0,0.86565,-0.18143,0.12241,1.33
573,1.465,0.014658,0,0.316,0.000802,2.3,0,0,0,0,0.045,0,0.87062,-0.17938,0.11932,1.33
574,1.4647,0.01501,0,0.314,0.000819,2.3,0,0,0,0,0.043871,0,0.87549,-0.17728,0.11623,1.33
575,1.4643,0.015357,0,0.312,0.000839,2.3,0,0,0,0,0.042781,0,0.88026,-0.17515,0.11316,1.33
576,1.4639,0.015693,0,0.31,0.000858,2.3,0,0,0,0,0.041734,0,0.88491,-0.17298,0.1101,1.33
577,1.4635,0.016023,0,0.308,0.000875,2.3,0,0,0,0,0.040618,0,0.88944,-0.17078,0.10708,1.33
578,1.4632,0.01634,0,0.306,0.000896,2.3,0,0,0,0,0.039543,0,0.89382,-0.16857,0.10411,1.33
579,1.4628,0.016648,0,0.304,0.000924,2.3,0,0,0,0,0.038457,0,0.89805,-0.16633,0.10119,1.33
580,1.4624,0.016945,0,0.302,0.000952,2.3,0,0,0,0,0.037412,0,0.9021,-0.16409,0.09834,1.33
581,1.462,0.017241,0,0.3,0.000975,2.3,0,0,0,0,0.0362,0,0.90598,-0.16185,0.09556,1.33
582,1.4617,0.017527,0,0.298,0.001,2.3,0,0,0,0,0.035043,0,0.90969,-0.1596,0.09285,1.33
583,1.4613,0.017801,0,0.296,0.00104,2.3,0,0,0,0,0.033919,0,0.91325,-0.15735,0.09021,1.33
584,1.461,0.018066,0,0.294,0.00108,2.3,0,0,0,0,0.032846,0,0.91666,-0.15511,0.08763,1.33
585,1.4606,0.018325,0,0.292,0.00112,2.3,0,0,0,0,0.031701,0,0.91994,-0.15287,0.08511,1.33
586,1.4602,0.018568,0,0.29,0.00116,2.3,0,0,0,0,0.030606,0,0.9231,-0.15064,0.08264,1.33
587,1.4599,0.0188,0,0.288,0.0012,2.3,0,0,0,0,0.029616,0,0.92616,-0.14843,0.08021,1.33
588,1.4596,0.019019,0,0.286,0.00125,2.3,0,0,0,0,0.028665,0,0.92913,-0.14623,0.07783,1.33
589,1.4592,0.019228,0,0.284,0.0013,2.3,0,0,0,0,0.027715,0,0.93202,-0.14404,0.07549,1.33
590,1.4589,0.019419,0,0.282,0.00136,2.3,0,0,0,0,0.026803,0,0.93485,-0.14188,0.07318,1.33
591,1.4586,0.019599,0,0.28,0.00141,2.3,0,0,0,0,0.025951,0,0.93762,-0.13973,0.0709,1.33
592,1.4583,0.019766,0,0.278,0.00146,2.3,0,0,0,0,0.025134,0,0.94033,-0.13762,0.06866,1.33
593,1.4579,0.019922,0,0.277,0.00151,2.3,0,0,0,0,0.024293,0,0.94298,-0.13552,0.06645,1.33
594,1.4576,0.020066,0,0.275,0.00157,2.3,0,0,0,0,0.023487,0,0.94556,-0.13346,0.06429,1.33
595,1.4573,0.020199,0,0.273,0.00164,2.3,0,0,0,0,0.022687,0,0.94806,-0.13142,0.06219,1.33
596,1.457,0.020327,0,0.271,0.0017,2.3,0,0,0,0,0.021918,0,0.95049,-0.12942,0.06014,1.33
597,1.4568,0.020458,0,0.269,0.00176,2.3,0,0,0,0,0.021085,0,0.95282,-0.12745,0.05815,1.33
598,1.4565,0.020585,0,0.267,0.00186,2.3,0,0,0,0,0.020284,0,0.95507,-0.12552,0.05624,1.33
599,1.4562,0.020715,0,0.265,0.00204,2.3,0,0,0,0,0.019497,0,0.95721,-0.12363,0.0544,1.33
