%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=210463, 2022/07/14 11:16:34.63)
48 10479 2.005559e+01 0 0 8.761782e-06 2.966873e-05 5.051882e-03 8.760618e-05 
49 10543 1.695026e+01 0 0 5.252347e-06 1.770711e-05 4.053184e-03 7.031962e-05 
50 10607 1.594834e+01 0 0 3.643491e-06 1.245275e-05 3.421365e-03 5.935899e-05 
51 10671 1.599171e+01 0 0 2.554334e-06 8.879890e-06 3.370768e-03 5.847616e-05 
52 10735 1.495124e+01 0 0 1.651709e-06 6.309759e-06 3.163458e-03 5.487247e-05 
53 10799 1.246832e+01 0 0 1.027717e-06 3.756411e-06 2.719835e-03 4.717310e-05 
54 10863 1.081443e+01 0 0 6.286517e-07 2.392009e-06 2.188823e-03 3.796413e-05 
55 10927 1.024261e+01 0 0 4.530437e-07 1.643997e-06 1.905655e-03 3.305293e-05 
56 10991 9.816419e+00 0 0 3.064031e-07 1.193877e-06 1.486539e-03 2.578226e-05 
57 11055 9.027676e+00 0 0 2.202650e-07 7.814613e-07 1.135482e-03 1.969396e-05 
58 11119 8.378783e+00 0 0 1.538396e-07 5.491132e-07 9.366654e-04 1.624625e-05 
59 11183 7.241524e+00 0 0 1.069915e-07 3.532534e-07 7.868408e-04 1.364870e-05 
60 11247 7.455375e+00 0 0 8.915349e-08 3.038617e-07 9.421168e-04 1.634210e-05 
61 11311 6.639433e+00 0 0 7.468749e-08 2.314127e-07 9.601488e-04 1.665504e-05 
62 11375 6.184757e+00 0 0 6.693265e-08 1.863617e-07 8.564321e-04 1.485582e-05 
63 11439 6.418087e+00 0 0 5.798223e-08 2.074960e-07 8.871800e-04 1.538949e-05 
64 11503 5.876814e+00 0 0 4.212155e-08 1.643976e-07 6.509799e-04 1.129228e-05 
65 11567 4.883765e+00 0 0 3.111720e-08 1.243830e-07 5.812301e-04 1.008234e-05 
66 11631 4.860561e+00 0 0 3.149259e-08 1.135404e-07 6.258819e-04 1.085663e-05 
